customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,segment
CUST-1954,55,4,796.27,4,4,5,445,Champions
CUST-1955,180,2,452.38,2,2,4,224,Lost Customers
CUST-1956,172,1,72.81,2,1,1,211,Lost Customers
CUST-1957,101,2,307.72,3,2,3,323,New Customers
CUST-1958,107,4,268.79,3,4,3,343,Loyal Customers
CUST-1959,297,1,137.53,1,1,2,112,Lost Customers
CUST-1960,100,4,646.66,3,4,5,345,Loyal Customers
CUST-1961,218,1,96.1,1,1,1,111,Lost Customers
CUST-1962,56,4,459.6,4,4,4,444,Champions
CUST-1963,40,3,780.7900000000001,4,3,5,435,Loyal Customers
CUST-1964,319,1,315.82,1,1,3,113,Lost Customers
CUST-1965,34,4,319.34,4,4,3,443,Champions
CUST-1966,68,5,483.06,4,5,4,454,Champions
CUST-1967,261,2,66.56,1,2,1,121,Lost Customers
CUST-1968,104,4,660.8000000000001,3,4,5,345,Loyal Customers
CUST-1969,36,5,710.21,4,5,5,455,Champions
CUST-1971,103,3,547.63,3,3,4,334,Loyal Customers
CUST-1972,14,5,305.48,5,5,3,553,Champions
CUST-1973,71,6,579.71,3,5,5,355,Loyal Customers
CUST-1974,123,6,885.49,2,5,5,255,At Risk
CUST-1975,17,3,306.9,5,3,3,533,Loyal Customers
CUST-1976,62,2,27.61,4,2,1,421,Potential Loyalists
CUST-1977,54,2,148.8,4,2,2,422,Potential Loyalists
CUST-1978,97,2,410.52,3,2,4,324,New Customers
CUST-1979,72,7,1213.56,3,5,5,355,Loyal Customers
CUST-1980,43,4,726.0,4,4,5,445,Champions
CUST-1981,71,5,1224.69,3,5,5,355,Loyal Customers
CUST-1982,37,5,263.54,4,5,3,453,Champions
CUST-1983,38,4,940.91,4,4,5,445,Champions
CUST-1984,122,3,386.79,2,3,4,234,At Risk
CUST-1985,95,6,1298.27,3,5,5,355,Loyal Customers
CUST-1986,11,3,375.28999999999996,5,3,4,534,Loyal Customers
CUST-1987,7,6,343.93,5,5,3,553,Champions
CUST-1988,148,4,632.73,2,4,5,245,At Risk
CUST-1989,10,2,132.81,5,2,2,522,Potential Loyalists
CUST-1990,38,2,384.55,4,2,4,424,Potential Loyalists
CUST-1991,5,1,49.08,5,1,1,511,Potential Loyalists
CUST-1992,57,6,476.86,4,5,4,454,Champions
CUST-1993,121,2,88.93,2,2,1,221,Lost Customers
CUST-1994,292,1,514.96,1,1,4,114,Lost Customers
CUST-1995,66,5,438.02,4,5,4,454,Champions
CUST-1996,22,3,335.25,5,3,3,533,Loyal Customers
CUST-1997,119,2,225.7,3,2,3,323,New Customers
CUST-1998,84,5,1047.21,3,5,5,355,Loyal Customers
CUST-1999,74,4,454.07,3,4,4,344,Loyal Customers
CUST-2000,27,2,103.19,5,2,1,521,Potential Loyalists
CUST-2001,64,2,664.3000000000001,4,2,5,425,Potential Loyalists
CUST-2002,69,6,522.2,4,5,4,454,Champions
CUST-2003,44,5,527.9499999999999,4,5,4,454,Champions
CUST-2004,15,2,527.86,5,2,4,524,Potential Loyalists
CUST-2005,133,3,564.8,2,3,4,234,At Risk
CUST-2006,2,3,210.23000000000002,5,3,2,532,Loyal Customers
CUST-2007,207,4,289.59000000000003,1,4,3,143,At Risk
CUST-2008,25,3,215.06,5,3,2,532,Loyal Customers
CUST-2009,147,2,214.52999999999997,2,2,2,222,Lost Customers
CUST-2010,9,5,812.34,5,5,5,555,Champions
CUST-2011,234,1,97.9,1,1,1,111,Lost Customers
CUST-2012,36,6,1126.96,4,5,5,455,Champions
CUST-2013,8,4,485.71,5,4,4,544,Champions
CUST-2014,96,6,639.14,3,5,5,355,Loyal Customers
CUST-2015,85,3,291.18,3,3,3,333,Loyal Customers
CUST-2016,148,5,397.07,2,5,4,254,At Risk
CUST-2017,63,2,169.87,4,2,2,422,Potential Loyalists
CUST-2018,163,4,276.74,2,4,3,243,At Risk
CUST-2019,13,4,222.83,5,4,3,543,Champions
CUST-2020,153,1,158.73,2,1,2,212,Lost Customers
CUST-2021,77,3,423.07,3,3,4,334,Loyal Customers
CUST-2022,227,1,33.68,1,1,1,111,Lost Customers
CUST-2023,26,5,862.4,5,5,5,555,Champions
CUST-2024,29,5,238.74,5,5,3,553,Champions
CUST-2025,82,4,561.18,3,4,4,344,Loyal Customers
CUST-2026,50,2,674.09,4,2,5,425,Potential Loyalists
CUST-2027,212,1,143.4,1,1,2,112,Lost Customers
CUST-2028,52,5,670.36,4,5,5,455,Champions
CUST-2029,202,2,39.58,1,2,1,121,Lost Customers
CUST-2030,205,2,103.7,1,2,1,121,Lost Customers
CUST-2031,97,2,256.07,3,2,3,323,New Customers
CUST-2032,30,4,241.01,5,4,3,543,Champions
CUST-2033,153,2,227.28,2,2,3,223,Lost Customers
CUST-2034,191,2,86.85,2,2,1,221,Lost Customers
CUST-2035,125,3,564.27,2,3,4,234,At Risk
CUST-2036,91,2,80.67,3,2,1,321,New Customers
CUST-2037,73,1,67.49,3,1,1,311,New Customers
CUST-2038,44,7,899.87,4,5,5,455,Champions
CUST-2039,38,4,967.3,4,4,5,445,Champions
CUST-2040,69,1,23.86,4,1,1,411,Potential Loyalists
CUST-2041,156,3,639.49,2,3,5,235,At Risk
CUST-2042,51,5,736.73,4,5,5,455,Champions
CUST-2043,212,3,311.61,1,3,3,133,At Risk
CUST-2044,212,3,370.37,1,3,4,134,At Risk
CUST-2045,21,4,465.0,5,4,4,544,Champions
CUST-2046,170,2,87.00999999999999,2,2,1,221,Lost Customers
CUST-2047,81,7,638.89,3,5,5,355,Loyal Customers
CUST-2048,141,4,147.38,2,4,2,242,At Risk
CUST-2049,54,5,438.52,4,5,4,454,Champions
CUST-2050,136,3,310.92,2,3,3,233,At Risk
CUST-2051,108,4,243.89,3,4,3,343,Loyal Customers
CUST-2052,201,3,390.10999999999996,1,3,4,134,At Risk
CUST-2053,34,1,66.62,4,1,1,411,Potential Loyalists
CUST-2054,4,6,595.97,5,5,5,555,Champions
CUST-2055,48,5,1078.34,4,5,5,455,Champions
CUST-2056,153,3,306.03000000000003,2,3,3,233,At Risk
CUST-2057,18,5,798.3799999999999,5,5,5,555,Champions
CUST-2058,96,6,707.14,3,5,5,355,Loyal Customers
CUST-2059,9,6,848.14,5,5,5,555,Champions
CUST-2060,106,2,454.96000000000004,3,2,4,324,New Customers
CUST-2061,302,1,253.04,1,1,3,113,Lost Customers
CUST-2062,113,3,335.55,3,3,3,333,Loyal Customers
CUST-2063,175,2,110.63000000000001,2,2,1,221,Lost Customers
CUST-2064,94,4,534.8399999999999,3,4,4,344,Loyal Customers
CUST-2065,138,6,1528.99,2,5,5,255,At Risk
CUST-2066,257,2,193.10000000000002,1,2,2,122,Lost Customers
CUST-2067,81,2,175.39,3,2,2,322,New Customers
CUST-2068,2,6,515.35,5,5,4,554,Champions
CUST-2069,141,5,518.95,2,5,4,254,At Risk
CUST-2070,17,8,852.77,5,5,5,555,Champions
CUST-2071,104,2,208.32999999999998,3,2,2,322,New Customers
CUST-2072,76,4,312.33,3,4,3,343,Loyal Customers
CUST-2074,28,6,1369.3400000000001,5,5,5,555,Champions
CUST-2075,4,4,501.93,5,4,4,544,Champions
CUST-2076,96,3,273.65,3,3,3,333,Loyal Customers
CUST-2077,35,4,586.27,4,4,5,445,Champions
CUST-2078,125,4,874.94,2,4,5,245,At Risk
CUST-2079,119,3,184.63,3,3,2,332,Loyal Customers
CUST-2080,321,3,988.86,1,3,5,135,At Risk
CUST-2081,49,3,191.21,4,3,2,432,Loyal Customers
CUST-2083,11,4,400.33000000000004,5,4,4,544,Champions
CUST-2084,187,4,210.43,2,4,2,242,At Risk
CUST-2085,8,3,200.48,5,3,2,532,Loyal Customers
CUST-2086,106,1,199.28,3,1,2,312,New Customers
CUST-2087,23,4,136.66,5,4,2,542,Champions
CUST-2088,54,1,88.96,4,1,1,411,Potential Loyalists
CUST-2089,21,2,351.15,5,2,3,523,Potential Loyalists
CUST-2090,4,2,346.78000000000003,5,2,3,523,Potential Loyalists
CUST-2091,178,2,69.63,2,2,1,221,Lost Customers
CUST-2092,364,1,68.6,1,1,1,111,Lost Customers
CUST-2093,246,1,243.18,1,1,3,113,Lost Customers
CUST-2094,40,6,611.12,4,5,5,455,Champions
CUST-2095,121,4,490.22,2,4,4,244,At Risk
CUST-2096,1,7,759.77,5,5,5,555,Champions
CUST-2097,13,3,442.11,5,3,4,534,Loyal Customers
CUST-2098,47,2,246.79,4,2,3,423,Potential Loyalists
CUST-2099,11,2,253.14999999999998,5,2,3,523,Potential Loyalists
CUST-2100,40,3,171.56,4,3,2,432,Loyal Customers
CUST-2102,55,6,1274.91,4,5,5,455,Champions
CUST-2103,32,1,31.34,4,1,1,411,Potential Loyalists
CUST-2104,157,3,99.68,2,3,1,231,At Risk
CUST-2105,63,4,820.41,4,4,5,445,Champions
CUST-2106,116,4,485.53,3,4,4,344,Loyal Customers
CUST-2107,89,4,518.16,3,4,4,344,Loyal Customers
CUST-2108,274,1,52.13,1,1,1,111,Lost Customers
CUST-2109,82,1,792.7,3,1,5,315,New Customers
CUST-2110,113,5,863.11,3,5,5,355,Loyal Customers
CUST-2111,1,6,1036.49,5,5,5,555,Champions
CUST-2112,5,4,645.63,5,4,5,545,Champions
CUST-2113,115,5,728.97,3,5,5,355,Loyal Customers
CUST-2114,149,3,304.16999999999996,2,3,3,233,At Risk
CUST-2115,8,2,87.83000000000001,5,2,1,521,Potential Loyalists
CUST-2116,107,3,89.75,3,3,1,331,Loyal Customers
CUST-2117,203,4,272.89,1,4,3,143,At Risk
CUST-2118,62,3,503.45,4,3,4,434,Loyal Customers
CUST-2119,41,2,303.05,4,2,3,423,Potential Loyalists
CUST-2120,45,4,461.79,4,4,4,444,Champions
CUST-2121,282,1,10.18,1,1,1,111,Lost Customers
CUST-2122,218,3,184.76,1,3,2,132,At Risk
CUST-2123,155,5,418.33000000000004,2,5,4,254,At Risk
CUST-2124,250,1,122.06,1,1,2,112,Lost Customers
CUST-2125,132,7,643.59,2,5,5,255,At Risk
CUST-2126,156,3,391.72,2,3,4,234,At Risk
CUST-2127,71,4,452.16999999999996,3,4,4,344,Loyal Customers
CUST-2128,1,6,1193.6100000000001,5,5,5,555,Champions
CUST-2129,269,1,54.16,1,1,1,111,Lost Customers
CUST-2130,76,4,422.19000000000005,3,4,4,344,Loyal Customers
CUST-2131,138,3,220.53,2,3,3,233,At Risk
CUST-2132,221,2,322.69,1,2,3,123,Lost Customers
CUST-2133,24,2,282.96,5,2,3,523,Potential Loyalists
CUST-2134,13,3,197.76,5,3,2,532,Loyal Customers
CUST-2135,87,7,519.86,3,5,4,354,Loyal Customers
CUST-2136,320,1,86.25,1,1,1,111,Lost Customers
CUST-2137,13,3,689.4200000000001,5,3,5,535,Loyal Customers
CUST-2138,96,2,201.98,3,2,2,322,New Customers
CUST-2139,134,4,244.74,2,4,3,243,At Risk
CUST-2140,18,8,1043.03,5,5,5,555,Champions
CUST-2141,154,5,1211.53,2,5,5,255,At Risk
CUST-2142,70,2,96.30000000000001,3,2,1,321,New Customers
CUST-2143,138,1,191.42,2,1,2,212,Lost Customers
CUST-2144,39,4,398.26,4,4,4,444,Champions
CUST-2145,211,4,1168.45,1,4,5,145,At Risk
CUST-2146,311,1,83.46,1,1,1,111,Lost Customers
CUST-2147,142,3,536.5899999999999,2,3,4,234,At Risk
CUST-2148,304,2,238.6,1,2,3,123,Lost Customers
CUST-2149,235,2,140.65,1,2,2,122,Lost Customers
CUST-2150,325,1,26.34,1,1,1,111,Lost Customers
CUST-2151,55,4,391.11,4,4,4,444,Champions
CUST-2152,46,4,277.53000000000003,4,4,3,443,Champions
CUST-2153,92,3,728.39,3,3,5,335,Loyal Customers
CUST-2154,175,3,917.73,2,3,5,235,At Risk
CUST-2155,62,2,168.14999999999998,4,2,2,422,Potential Loyalists
CUST-2156,282,2,309.65999999999997,1,2,3,123,Lost Customers
CUST-2157,130,2,161.49,2,2,2,222,Lost Customers
CUST-2158,38,6,938.81,4,5,5,455,Champions
CUST-2159,133,2,101.45,2,2,1,221,Lost Customers
CUST-2160,22,1,97.76,5,1,1,511,Potential Loyalists
CUST-2161,192,2,173.2,2,2,2,222,Lost Customers
CUST-2162,15,7,690.28,5,5,5,555,Champions
CUST-2163,47,3,833.46,4,3,5,435,Loyal Customers
CUST-2164,51,6,932.87,4,5,5,455,Champions
CUST-2165,6,8,1297.1200000000001,5,5,5,555,Champions
CUST-2166,28,4,383.43,5,4,4,544,Champions
CUST-2167,52,6,488.01,4,5,4,454,Champions
CUST-2168,17,5,477.82,5,5,4,554,Champions
CUST-2169,6,2,277.06,5,2,3,523,Potential Loyalists
CUST-2170,99,4,554.11,3,4,4,344,Loyal Customers
CUST-2171,54,5,741.35,4,5,5,455,Champions
CUST-2172,53,5,686.63,4,5,5,455,Champions
CUST-2173,98,3,407.94000000000005,3,3,4,334,Loyal Customers
CUST-2174,30,2,63.05,5,2,1,521,Potential Loyalists
CUST-2175,55,4,347.66,4,4,3,443,Champions
CUST-2176,17,4,1124.81,5,4,5,545,Champions
CUST-2177,35,4,492.34,4,4,4,444,Champions
CUST-2178,61,3,818.3,4,3,5,435,Loyal Customers
CUST-2179,39,7,637.36,4,5,5,455,Champions
CUST-2180,240,2,192.08999999999997,1,2,2,122,Lost Customers
CUST-2181,287,2,289.1,1,2,3,123,Lost Customers
CUST-2182,158,2,473.68,2,2,4,224,Lost Customers
CUST-2183,178,4,333.48,2,4,3,243,At Risk
CUST-2184,61,1,177.78,4,1,2,412,Potential Loyalists
CUST-2185,73,3,302.2,3,3,3,333,Loyal Customers
CUST-2186,39,4,441.13,4,4,4,444,Champions
CUST-2187,92,7,678.1099999999999,3,5,5,355,Loyal Customers
CUST-2188,308,1,156.58,1,1,2,112,Lost Customers
CUST-2189,253,1,47.6,1,1,1,111,Lost Customers
CUST-2190,17,6,567.59,5,5,4,554,Champions
CUST-2191,307,1,94.4,1,1,1,111,Lost Customers
CUST-2192,125,3,411.76,2,3,4,234,At Risk
CUST-2193,111,3,443.48,3,3,4,334,Loyal Customers
CUST-2194,263,1,16.05,1,1,1,111,Lost Customers
CUST-2195,174,4,449.4,2,4,4,244,At Risk
CUST-2196,30,3,403.14,5,3,4,534,Loyal Customers
CUST-2197,17,6,656.59,5,5,5,555,Champions
CUST-2198,153,3,253.06,2,3,3,233,At Risk
CUST-2199,89,4,533.8100000000001,3,4,4,344,Loyal Customers
CUST-2200,8,2,109.46,5,2,1,521,Potential Loyalists
CUST-2201,160,6,458.94,2,5,4,254,At Risk
CUST-2203,120,2,345.42,2,2,3,223,Lost Customers
CUST-2204,13,5,390.56,5,5,4,554,Champions
CUST-2205,32,3,188.81,4,3,2,432,Loyal Customers
CUST-2206,41,4,447.17,4,4,4,444,Champions
CUST-2207,21,4,410.86,5,4,4,544,Champions
CUST-2208,86,3,130.12,3,3,2,332,Loyal Customers
CUST-2209,43,4,190.06,4,4,2,442,Champions
CUST-2210,235,3,232.32999999999998,1,3,3,133,At Risk
CUST-2211,225,1,40.78,1,1,1,111,Lost Customers
CUST-2212,35,5,489.32,4,5,4,454,Champions
CUST-2213,104,3,244.57,3,3,3,333,Loyal Customers
CUST-2214,12,6,809.99,5,5,5,555,Champions
CUST-2215,117,3,265.52,3,3,3,333,Loyal Customers
CUST-2216,317,1,89.34,1,1,1,111,Lost Customers
CUST-2217,247,1,60.7,1,1,1,111,Lost Customers
CUST-2218,29,3,555.91,5,3,4,534,Loyal Customers
CUST-2219,5,3,359.02,5,3,3,533,Loyal Customers
CUST-2220,9,2,268.76,5,2,3,523,Potential Loyalists
CUST-2221,220,2,99.44,1,2,1,121,Lost Customers
CUST-2222,44,7,555.76,4,5,4,454,Champions
CUST-2223,40,6,489.55,4,5,4,454,Champions
CUST-2224,165,3,643.52,2,3,5,235,At Risk
CUST-2225,73,5,269.66,3,5,3,353,Loyal Customers
CUST-2226,234,2,474.27,1,2,4,124,Lost Customers
CUST-2227,49,7,713.25,4,5,5,455,Champions
CUST-2229,2,6,1136.58,5,5,5,555,Champions
CUST-2230,8,5,568.1500000000001,5,5,4,554,Champions
CUST-2231,79,4,883.26,3,4,5,345,Loyal Customers
CUST-2232,235,2,276.48,1,2,3,123,Lost Customers
CUST-2233,11,5,1543.22,5,5,5,555,Champions
CUST-2234,76,3,495.06,3,3,4,334,Loyal Customers
CUST-2235,15,3,482.61,5,3,4,534,Loyal Customers
CUST-2236,103,3,345.83,3,3,3,333,Loyal Customers
CUST-2237,7,8,1342.9,5,5,5,555,Champions
CUST-2238,49,2,206.26,4,2,2,422,Potential Loyalists
CUST-2239,60,2,383.39,4,2,4,424,Potential Loyalists
CUST-2240,152,3,229.76,2,3,3,233,At Risk
CUST-2241,150,4,320.05,2,4,3,243,At Risk
CUST-2242,73,6,1308.83,3,5,5,355,Loyal Customers
CUST-2243,194,2,175.68,2,2,2,222,Lost Customers
CUST-2244,48,2,79.46000000000001,4,2,1,421,Potential Loyalists
CUST-2245,14,4,300.06,5,4,3,543,Champions
CUST-2246,47,4,311.42,4,4,3,443,Champions
CUST-2247,151,3,701.83,2,3,5,235,At Risk
CUST-2248,45,3,444.02,4,3,4,434,Loyal Customers
CUST-2249,20,5,616.69,5,5,5,555,Champions
CUST-2250,13,5,342.4,5,5,3,553,Champions
CUST-2251,208,2,218.75,1,2,2,122,Lost Customers
CUST-2252,128,1,117.28,2,1,2,212,Lost Customers
CUST-2253,47,5,1273.67,4,5,5,455,Champions
CUST-2254,80,3,252.03000000000003,3,3,3,333,Loyal Customers
CUST-2255,63,3,346.46,4,3,3,433,Loyal Customers
CUST-2256,61,2,823.35,4,2,5,425,Potential Loyalists
CUST-2257,36,5,753.64,4,5,5,455,Champions
CUST-2258,18,3,631.14,5,3,5,535,Loyal Customers
CUST-2259,3,2,65.88,5,2,1,521,Potential Loyalists
CUST-2260,136,3,243.4,2,3,3,233,At Risk
CUST-2261,135,3,463.55,2,3,4,234,At Risk
CUST-2262,197,2,359.24,1,2,4,124,Lost Customers
CUST-2263,57,6,500.35,4,5,4,454,Champions
CUST-2264,182,5,471.36,2,5,4,254,At Risk
CUST-2265,41,4,445.48,4,4,4,444,Champions
CUST-2266,163,9,955.62,2,5,5,255,At Risk
CUST-2267,130,3,615.75,2,3,5,235,At Risk
CUST-2268,146,3,272.1,2,3,3,233,At Risk
CUST-2270,18,3,643.04,5,3,5,535,Loyal Customers
CUST-2271,49,3,501.09000000000003,4,3,4,434,Loyal Customers
CUST-2272,286,1,121.55,1,1,2,112,Lost Customers
CUST-2273,108,7,852.3000000000001,3,5,5,355,Loyal Customers
CUST-2274,99,3,260.68,3,3,3,333,Loyal Customers
CUST-2275,11,5,307.0,5,5,3,553,Champions
CUST-2276,181,3,861.6899999999999,2,3,5,235,At Risk
CUST-2277,6,4,418.65999999999997,5,4,4,544,Champions
CUST-2278,104,3,144.85000000000002,3,3,2,332,Loyal Customers
CUST-2279,349,1,204.92,1,1,2,112,Lost Customers
CUST-2280,95,3,351.3,3,3,3,333,Loyal Customers
CUST-2282,56,9,876.37,4,5,5,455,Champions
CUST-2283,46,2,468.28000000000003,4,2,4,424,Potential Loyalists
CUST-2284,82,3,336.90999999999997,3,3,3,333,Loyal Customers
CUST-2285,86,2,98.5,3,2,1,321,New Customers
CUST-2286,117,5,984.77,3,5,5,355,Loyal Customers
CUST-2287,66,3,250.14,4,3,3,433,Loyal Customers
CUST-2288,258,1,38.66,1,1,1,111,Lost Customers
CUST-2289,28,3,179.02,5,3,2,532,Loyal Customers
CUST-2290,130,1,41.5,2,1,1,211,Lost Customers
CUST-2291,228,1,88.58,1,1,1,111,Lost Customers
CUST-2292,18,1,24.48,5,1,1,511,Potential Loyalists
CUST-2293,141,2,304.99,2,2,3,223,Lost Customers
CUST-2294,50,5,261.55,4,5,3,453,Champions
CUST-2295,49,6,936.17,4,5,5,455,Champions
CUST-2297,52,6,740.22,4,5,5,455,Champions
CUST-2298,65,3,224.24,4,3,3,433,Loyal Customers
CUST-2299,32,2,371.07,4,2,4,424,Potential Loyalists
CUST-2300,58,2,379.81,4,2,4,424,Potential Loyalists
CUST-2301,152,1,108.67,2,1,1,211,Lost Customers
CUST-2302,36,5,639.35,4,5,5,455,Champions
CUST-2303,14,4,543.29,5,4,4,544,Champions
CUST-2304,67,3,438.77,4,3,4,434,Loyal Customers
CUST-2305,97,2,193.1,3,2,2,322,New Customers
CUST-2306,105,6,1017.98,3,5,5,355,Loyal Customers
CUST-2307,258,2,165.4,1,2,2,122,Lost Customers
CUST-2308,20,11,1783.53,5,5,5,555,Champions
CUST-2309,233,3,301.15999999999997,1,3,3,133,At Risk
CUST-2310,43,4,689.07,4,4,5,445,Champions
CUST-2311,1,5,1077.13,5,5,5,555,Champions
CUST-2312,171,2,321.61,2,2,3,223,Lost Customers
CUST-2313,12,4,419.08,5,4,4,544,Champions
CUST-2314,94,4,252.72,3,4,3,343,Loyal Customers
CUST-2315,119,2,131.81,3,2,2,322,New Customers
CUST-2316,17,4,197.15,5,4,2,542,Champions
CUST-2317,212,7,396.06,1,5,4,154,At Risk
CUST-2318,38,7,816.81,4,5,5,455,Champions
CUST-2319,234,2,60.08,1,2,1,121,Lost Customers
CUST-2320,98,4,689.83,3,4,5,345,Loyal Customers
CUST-2321,7,3,327.47,5,3,3,533,Loyal Customers
CUST-2322,13,2,125.03999999999999,5,2,2,522,Potential Loyalists
CUST-2323,222,3,247.26999999999998,1,3,3,133,At Risk
CUST-2325,65,4,316.34,4,4,3,443,Champions
CUST-2326,223,3,843.4099999999999,1,3,5,135,At Risk
CUST-2327,96,1,138.48,3,1,2,312,New Customers
CUST-2328,6,2,361.8,5,2,4,524,Potential Loyalists
CUST-2329,18,2,179.0,5,2,2,522,Potential Loyalists
CUST-2330,36,4,697.49,4,4,5,445,Champions
CUST-2331,11,4,536.05,5,4,4,544,Champions
CUST-2332,84,4,241.43,3,4,3,343,Loyal Customers
CUST-2333,30,4,343.22,5,4,3,543,Champions
CUST-2334,140,1,49.67,2,1,1,211,Lost Customers
CUST-2335,14,5,909.3299999999999,5,5,5,555,Champions
CUST-2336,85,2,496.31,3,2,4,324,New Customers
CUST-2337,47,4,483.23,4,4,4,444,Champions
CUST-2339,249,1,110.32,1,1,1,111,Lost Customers
CUST-2340,69,3,153.11,4,3,2,432,Loyal Customers
CUST-2341,135,2,128.4,2,2,2,222,Lost Customers
CUST-2342,61,8,1105.14,4,5,5,455,Champions
CUST-2343,194,2,361.15,2,2,4,224,Lost Customers
CUST-2344,69,3,335.97,4,3,3,433,Loyal Customers
CUST-2345,166,2,335.53999999999996,2,2,3,223,Lost Customers
CUST-2346,81,6,780.94,3,5,5,355,Loyal Customers
CUST-2347,116,1,42.32,3,1,1,311,New Customers
CUST-2348,68,4,354.97,4,4,3,443,Champions
CUST-2349,73,2,199.57,3,2,2,322,New Customers
CUST-2350,93,4,924.88,3,4,5,345,Loyal Customers
CUST-2351,13,4,262.36,5,4,3,543,Champions
CUST-2352,93,4,593.56,3,4,5,345,Loyal Customers
CUST-2353,32,4,583.35,4,4,5,445,Champions
CUST-2354,32,1,153.19,4,1,2,412,Potential Loyalists
CUST-2355,63,7,809.91,4,5,5,455,Champions
CUST-2356,255,1,79.0,1,1,1,111,Lost Customers
CUST-2357,95,3,545.0,3,3,4,334,Loyal Customers
CUST-2358,144,3,194.35,2,3,2,232,At Risk
CUST-2359,67,4,493.18,4,4,4,444,Champions
CUST-2360,39,2,179.45,4,2,2,422,Potential Loyalists
CUST-2361,29,3,475.27,5,3,4,534,Loyal Customers
CUST-2362,355,2,276.01,1,2,3,123,Lost Customers
CUST-2363,52,6,740.47,4,5,5,455,Champions
CUST-2364,129,4,1089.53,2,4,5,245,At Risk
CUST-2365,47,5,783.77,4,5,5,455,Champions
CUST-2366,68,5,820.0899999999999,4,5,5,455,Champions
CUST-2367,18,5,335.99,5,5,3,553,Champions
CUST-2368,40,5,419.52,4,5,4,454,Champions
CUST-2369,48,1,113.61,4,1,2,412,Potential Loyalists
CUST-2370,61,6,422.18,4,5,4,454,Champions
CUST-2371,32,5,1124.69,4,5,5,455,Champions
CUST-2372,100,3,180.20999999999998,3,3,2,332,Loyal Customers
CUST-2373,261,1,76.38,1,1,1,111,Lost Customers
CUST-2374,268,2,171.45,1,2,2,122,Lost Customers
CUST-2375,35,4,591.8800000000001,4,4,5,445,Champions
CUST-2376,301,2,238.3,1,2,3,123,Lost Customers
CUST-2377,36,4,523.87,4,4,4,444,Champions
CUST-2378,81,4,454.45000000000005,3,4,4,344,Loyal Customers
CUST-2379,31,5,574.96,4,5,5,455,Champions
CUST-2380,142,3,273.06,2,3,3,233,At Risk
CUST-2381,67,5,252.86,4,5,3,453,Champions
CUST-2382,45,5,414.52,4,5,4,454,Champions
CUST-2383,167,2,650.38,2,2,5,225,Lost Customers
CUST-2384,184,2,105.4,2,2,1,221,Lost Customers
CUST-2385,29,4,371.76,5,4,4,544,Champions
CUST-2386,33,4,442.06,4,4,4,444,Champions
CUST-2387,33,3,267.46,4,3,3,433,Loyal Customers
CUST-2388,154,1,175.12,2,1,2,212,Lost Customers
CUST-2389,313,2,263.74,1,2,3,123,Lost Customers
CUST-2390,45,4,752.82,4,4,5,445,Champions
CUST-2391,131,4,304.31,2,4,3,243,At Risk
CUST-2392,73,1,32.45,3,1,1,311,New Customers
CUST-2393,313,1,44.65,1,1,1,111,Lost Customers
CUST-2394,15,4,477.49,5,4,4,544,Champions
CUST-2395,9,3,509.55999999999995,5,3,4,534,Loyal Customers
CUST-2396,156,2,137.53,2,2,2,222,Lost Customers
CUST-2397,75,5,1319.66,3,5,5,355,Loyal Customers
CUST-2398,117,2,368.42,3,2,4,324,New Customers
CUST-2399,256,5,267.89,1,5,3,153,At Risk
CUST-2400,187,1,90.42,2,1,1,211,Lost Customers
CUST-2401,271,1,24.17,1,1,1,111,Lost Customers
CUST-2402,97,5,588.12,3,5,5,355,Loyal Customers
CUST-2403,167,4,532.44,2,4,4,244,At Risk
CUST-2404,28,6,1397.44,5,5,5,555,Champions
CUST-2405,162,5,438.53999999999996,2,5,4,254,At Risk
CUST-2406,91,4,261.76,3,4,3,343,Loyal Customers
CUST-2407,170,1,202.5,2,1,2,212,Lost Customers
CUST-2408,4,6,474.87,5,5,4,554,Champions
CUST-2409,157,2,207.01,2,2,2,222,Lost Customers
CUST-2410,262,1,328.25,1,1,3,113,Lost Customers
CUST-2411,149,2,252.91000000000003,2,2,3,223,Lost Customers
CUST-2412,12,3,547.72,5,3,4,534,Loyal Customers
CUST-2413,41,1,20.07,4,1,1,411,Potential Loyalists
CUST-2414,25,5,454.43,5,5,4,554,Champions
CUST-2415,47,2,525.3,4,2,4,424,Potential Loyalists
CUST-2416,23,3,271.78,5,3,3,533,Loyal Customers
CUST-2417,286,3,190.93,1,3,2,132,At Risk
CUST-2420,13,3,460.58,5,3,4,534,Loyal Customers
CUST-2421,54,2,78.38,4,2,1,421,Potential Loyalists
CUST-2422,102,4,559.0899999999999,3,4,4,344,Loyal Customers
CUST-2423,21,7,1391.2,5,5,5,555,Champions
CUST-2424,249,2,60.22,1,2,1,121,Lost Customers
CUST-2425,67,3,239.96,4,3,3,433,Loyal Customers
CUST-2426,137,3,175.67000000000002,2,3,2,232,At Risk
CUST-2427,89,5,823.56,3,5,5,355,Loyal Customers
CUST-2428,160,2,179.81,2,2,2,222,Lost Customers
CUST-2429,9,4,875.35,5,4,5,545,Champions
CUST-2430,207,3,615.95,1,3,5,135,At Risk
CUST-2431,47,3,653.6600000000001,4,3,5,435,Loyal Customers
CUST-2432,29,5,977.8,5,5,5,555,Champions
CUST-2433,70,3,283.9,3,3,3,333,Loyal Customers
CUST-2434,58,8,888.99,4,5,5,455,Champions
