invoice_id,customer_id,transaction_date,product,category,quantity,unit_price,total_price,country
INV-10267,CUST-4643,2023-08-12,Phone Case,Electronics,1,59.81,59.81,Australia
INV-13402,CUST-4572,2023-08-12,T-Shirt,Clothing,1,52.36,52.36,Sweden
INV-16682,CUST-2364,2023-08-12,Dumbbell Set,Sports,3,162.35,487.05,Italy
INV-10066,CUST-3483,2023-08-12,Headphones,Electronics,2,73.67,147.34,Australia
INV-16760,CUST-1182,2023-08-12,Wireless Mouse,Electronics,1,61.34,61.34,Spain
INV-18058,CUST-3050,2023-08-12,Tennis Racket,Sports,5,141.99,709.95,France
INV-13650,CUST-4483,2023-08-12,Self-Help Book,Books,1,38.43,38.43,Germany
INV-12926,CUST-1374,2023-08-12,Dumbbell Set,Sports,3,60.92,182.76,Australia
INV-11234,CUST-2724,2023-08-12,T-Shirt,Clothing,2,40.92,81.84,France
INV-18665,CUST-2543,2023-08-12,Wireless Mouse,Electronics,3,131.28,393.84,Australia
INV-12913,CUST-4371,2023-08-12,Jacket,Clothing,3,112.2,336.6,Spain
INV-18660,CUST-2380,2023-08-12,Tennis Racket,Sports,2,56.6,113.2,Spain
INV-18222,CUST-2773,2023-08-12,Lamp,Home & Garden,2,72.87,145.74,France
INV-19328,CUST-1016,2023-08-12,Yoga Mat,Sports,1,106.31,106.31,Sweden
INV-17098,CUST-1420,2023-08-12,Shoes,Clothing,1,48.39,48.39,Italy
INV-17527,CUST-3952,2023-08-13,Webcam,Electronics,2,117.47,234.94,France
INV-17898,CUST-1694,2023-08-13,Lamp,Home & Garden,1,14.87,14.87,United States
INV-17091,CUST-3676,2023-08-13,Webcam,Electronics,2,146.74,293.48,United Kingdom
INV-15442,CUST-1333,2023-08-13,Water Bottle,Sports,2,169.16,338.32,Netherlands
INV-14669,CUST-2531,2023-08-13,Wireless Mouse,Electronics,1,128.2,128.2,France
INV-12116,CUST-1502,2023-08-13,Shoes,Clothing,1,49.89,49.89,United Kingdom
INV-13081,CUST-2048,2023-08-13,T-Shirt,Clothing,1,66.83,66.83,Australia
INV-18178,CUST-2260,2023-08-13,Plant Pot,Home & Garden,2,63.15,126.3,France
INV-14548,CUST-3249,2023-08-13,Wireless Mouse,Electronics,3,118.92,356.76,Germany
INV-17892,CUST-3664,2023-08-13,Biography,Books,1,27.52,27.52,Spain
INV-11174,CUST-2293,2023-08-13,USB Cable,Electronics,3,55.15,165.45,Germany
INV-19627,CUST-1540,2023-08-13,Self-Help Book,Books,1,27.57,27.57,Sweden
INV-17116,CUST-3290,2023-08-13,Yoga Mat,Sports,1,86.63,86.63,Sweden
INV-10129,CUST-1509,2023-08-13,Sweater,Clothing,3,79.5,238.5,Canada
INV-15955,CUST-3987,2023-08-13,Webcam,Electronics,1,110.8,110.8,Germany
INV-17974,CUST-2390,2023-08-13,Headphones,Electronics,1,145.84,145.84,Australia
INV-19505,CUST-1093,2023-08-13,Coffee Mug,Home & Garden,1,66.66,66.66,Sweden
INV-16536,CUST-1452,2023-08-13,Self-Help Book,Books,1,28.59,28.59,United States
INV-17506,CUST-1685,2023-08-13,Jeans,Clothing,3,114.64,343.92,United States
INV-10028,CUST-2842,2023-08-13,Hat,Clothing,5,51.17,255.85,Australia
INV-11997,CUST-4314,2023-08-13,Candle,Home & Garden,2,21.39,42.78,United States
INV-11385,CUST-2843,2023-08-13,Jacket,Clothing,2,97.01,194.02,France
INV-19058,CUST-1114,2023-08-13,Jeans,Clothing,2,26.83,53.66,United Kingdom
INV-19430,CUST-2127,2023-08-13,USB Cable,Electronics,3,52.46,157.38,Italy
INV-11257,CUST-4971,2023-08-13,Candle,Home & Garden,1,67.34,67.34,France
INV-17144,CUST-1165,2023-08-13,Keyboard,Electronics,1,70.72,70.72,United States
INV-12518,CUST-2553,2023-08-13,Candle,Home & Garden,2,13.56,27.12,United Kingdom
INV-18761,CUST-1542,2023-08-13,Yoga Mat,Sports,1,196.91,196.91,Sweden
INV-16401,CUST-2105,2023-08-13,Shoes,Clothing,5,117.01,585.05,Australia
INV-18521,CUST-2069,2023-08-13,Yoga Mat,Sports,1,76.71,76.71,Spain
INV-11897,CUST-1458,2023-08-13,Candle,Home & Garden,1,21.59,21.59,Italy
INV-12304,CUST-3395,2023-08-14,Cookbook,Books,2,40.69,81.38,Australia
INV-14019,CUST-3769,2023-08-14,Candle,Home & Garden,2,54.25,108.5,Australia
INV-10998,CUST-1284,2023-08-14,Coffee Mug,Home & Garden,3,28.08,84.24,Germany
INV-15605,CUST-2087,2023-08-14,Travel Guide,Books,2,18.2,36.4,Canada
INV-15415,CUST-4146,2023-08-14,Cookbook,Books,4,37.55,150.2,Netherlands
INV-17946,CUST-2634,2023-08-14,Football,Sports,2,154.04,308.08,United States
INV-19609,CUST-4013,2023-08-14,Candle,Home & Garden,3,24.41,73.23,France
INV-14406,CUST-1932,2023-08-14,Jeans,Clothing,2,111.44,222.88,Spain
INV-12938,CUST-2991,2023-08-14,Lamp,Home & Garden,4,45.92,183.68,Sweden
INV-18670,CUST-2334,2023-08-14,Biography,Books,1,49.67,49.67,Netherlands
INV-17583,CUST-4009,2023-08-14,Fiction Novel,Books,1,30.75,30.75,Spain
INV-16673,CUST-1943,2023-08-14,Shoes,Clothing,2,51.69,103.38,Spain
INV-14354,CUST-1164,2023-08-14,Picture Frame,Home & Garden,1,34.56,34.56,Netherlands
INV-18039,CUST-1173,2023-08-14,Textbook,Books,4,49.01,196.04,Spain
INV-18797,CUST-2821,2023-08-14,Water Bottle,Sports,1,27.81,27.81,Netherlands
INV-11876,CUST-1649,2023-08-14,Yoga Mat,Sports,2,127.31,254.62,Netherlands
INV-16016,CUST-2671,2023-08-14,Dumbbell Set,Sports,2,129.06,258.12,Italy
INV-12213,CUST-3653,2023-08-14,Hat,Clothing,1,118.33,118.33,France
INV-13071,CUST-1218,2023-08-14,Phone Case,Electronics,2,133.82,267.64,France
INV-10474,CUST-2438,2023-08-14,T-Shirt,Clothing,1,73.05,73.05,Germany
INV-16864,CUST-2817,2023-08-14,Lamp,Home & Garden,1,21.73,21.73,Italy
INV-19128,CUST-2231,2023-08-14,Keyboard,Electronics,4,53.43,213.72,Italy
INV-19620,CUST-4187,2023-08-14,Coffee Mug,Home & Garden,1,12.96,12.96,Germany
INV-10297,CUST-2702,2023-08-14,Biography,Books,2,28.14,56.28,Germany
INV-11463,CUST-3567,2023-08-14,Jeans,Clothing,4,45.94,183.76,Spain
INV-16484,CUST-1276,2023-08-15,Lamp,Home & Garden,1,36.49,36.49,United States
INV-17794,CUST-3855,2023-08-15,Yoga Mat,Sports,2,174.24,348.48,Spain
INV-15089,CUST-2335,2023-08-15,Webcam,Electronics,2,128.54,257.08,United States
INV-17627,CUST-2118,2023-08-15,Dumbbell Set,Sports,1,127.29,127.29,Australia
INV-12663,CUST-1292,2023-08-15,Hat,Clothing,2,83.62,167.24,Sweden
INV-11813,CUST-2563,2023-08-15,Dumbbell Set,Sports,3,36.18,108.54,United Kingdom
INV-19800,CUST-1014,2023-08-15,USB Cable,Electronics,1,146.28,146.28,Canada
INV-15271,CUST-4928,2023-08-15,Travel Guide,Books,2,39.08,78.16,United Kingdom
INV-10036,CUST-4309,2023-08-15,Sweater,Clothing,3,66.26,198.78,United Kingdom
INV-10836,CUST-4823,2023-08-15,Travel Guide,Books,1,23.5,23.5,Sweden
INV-19461,CUST-4080,2023-08-15,Keyboard,Electronics,5,33.02,165.1,Germany
INV-15802,CUST-3367,2023-08-15,Shoes,Clothing,5,72.55,362.75,United States
INV-19868,CUST-2721,2023-08-15,Headphones,Electronics,2,24.62,49.24,Spain
INV-11437,CUST-3579,2023-08-15,Shoes,Clothing,2,107.27,214.54,Germany
INV-16216,CUST-1710,2023-08-15,Biography,Books,2,17.12,34.24,Netherlands
INV-10807,CUST-2012,2023-08-15,Wireless Mouse,Electronics,2,146.57,293.14,Spain
INV-13573,CUST-4620,2023-08-15,Sweater,Clothing,4,118.36,473.44,Sweden
INV-12269,CUST-2222,2023-08-15,USB Cable,Electronics,1,73.85,73.85,Germany
INV-18043,CUST-1979,2023-08-15,Headphones,Electronics,3,40.53,121.59,France
INV-12326,CUST-1378,2023-08-15,Jacket,Clothing,2,48.81,97.62,United States
INV-19343,CUST-1868,2023-08-15,Keyboard,Electronics,1,49.85,49.85,United Kingdom
INV-15418,CUST-1370,2023-08-15,Jacket,Clothing,3,74.23,222.69,Italy
INV-12211,CUST-4383,2023-08-15,Lamp,Home & Garden,1,49.91,49.91,France
INV-15408,CUST-1851,2023-08-15,Lamp,Home & Garden,1,46.36,46.36,United States
INV-18724,CUST-3095,2023-08-15,Running Shoes,Sports,3,45.14,135.42,France
INV-19088,CUST-2540,2023-08-16,Coffee Mug,Home & Garden,1,58.31,58.31,Germany
INV-18916,CUST-1339,2023-08-16,Football,Sports,1,49.83,49.83,Australia
INV-19923,CUST-4150,2023-08-16,Wireless Mouse,Electronics,1,54.44,54.44,Sweden
INV-19995,CUST-1725,2023-08-16,Travel Guide,Books,1,42.67,42.67,Netherlands
INV-17904,CUST-4959,2023-08-16,Coffee Mug,Home & Garden,1,37.09,37.09,Spain
INV-14162,CUST-2593,2023-08-16,Cookbook,Books,3,20.43,61.29,Netherlands
INV-17551,CUST-2065,2023-08-16,Jacket,Clothing,4,118.11,472.44,Netherlands
INV-15125,CUST-2616,2023-08-16,Tennis Racket,Sports,2,74.97,149.94,Netherlands
INV-15057,CUST-2131,2023-08-16,Tennis Racket,Sports,1,47.78,47.78,United Kingdom
INV-11518,CUST-1572,2023-08-16,Headphones,Electronics,1,137.12,137.12,Netherlands
INV-10939,CUST-1207,2023-08-16,T-Shirt,Clothing,3,51.14,153.42,Netherlands
INV-19814,CUST-2792,2023-08-16,Phone Case,Electronics,1,105.48,105.48,Australia
INV-13427,CUST-2416,2023-08-16,Sweater,Clothing,1,88.43,88.43,United Kingdom
INV-14565,CUST-2436,2023-08-16,Self-Help Book,Books,1,28.69,28.69,Sweden
INV-12136,CUST-4553,2023-08-16,Jacket,Clothing,4,32.31,129.24,United States
INV-15419,CUST-1560,2023-08-16,Tennis Racket,Sports,2,185.64,371.28,France
INV-18046,CUST-1377,2023-08-16,Headphones,Electronics,2,30.29,60.58,United Kingdom
INV-14703,CUST-1007,2023-08-16,USB Cable,Electronics,1,70.42,70.42,Canada
INV-19728,CUST-3167,2023-08-16,Textbook,Books,1,44.9,44.9,Germany
INV-16991,CUST-2295,2023-08-16,Yoga Mat,Sports,3,175.36,526.08,France
INV-13374,CUST-4023,2023-08-16,Plant Pot,Home & Garden,2,52.16,104.32,United States
INV-13760,CUST-1546,2023-08-16,Fiction Novel,Books,1,23.5,23.5,France
INV-16872,CUST-1304,2023-08-16,Picture Frame,Home & Garden,1,40.77,40.77,France
INV-17476,CUST-1839,2023-08-16,Picture Frame,Home & Garden,3,36.72,110.16,United States
INV-11859,CUST-2895,2023-08-16,Lamp,Home & Garden,3,56.25,168.75,Germany
INV-12654,CUST-2143,2023-08-16,Water Bottle,Sports,1,191.42,191.42,Sweden
INV-11802,CUST-1174,2023-08-16,Dumbbell Set,Sports,2,21.31,42.62,Sweden
INV-11795,CUST-1800,2023-08-16,Jeans,Clothing,1,30.36,30.36,Netherlands
INV-14704,CUST-3595,2023-08-16,Coffee Mug,Home & Garden,1,42.55,42.55,Sweden
INV-11867,CUST-1231,2023-08-16,Headphones,Electronics,1,46.68,46.68,Netherlands
INV-13194,CUST-2895,2023-08-16,Biography,Books,3,45.01,135.03,France
INV-16243,CUST-2779,2023-08-16,Football,Sports,3,113.91,341.73,Spain
INV-12995,CUST-2906,2023-08-16,T-Shirt,Clothing,2,37.29,74.58,Australia
INV-12952,CUST-1047,2023-08-16,Keyboard,Electronics,1,76.16,76.16,United Kingdom
INV-15799,CUST-2008,2023-08-16,Dumbbell Set,Sports,3,15.73,47.19,United Kingdom
INV-13087,CUST-4797,2023-08-16,Shoes,Clothing,1,24.74,24.74,Italy
INV-12934,CUST-4942,2023-08-16,Running Shoes,Sports,3,181.65,544.95,United Kingdom
INV-10581,CUST-1727,2023-08-17,Phone Case,Electronics,1,19.13,19.13,Sweden
INV-10147,CUST-3206,2023-08-17,Lamp,Home & Garden,2,50.59,101.18,Germany
INV-15353,CUST-1095,2023-08-17,Fiction Novel,Books,2,43.28,86.56,United States
INV-14465,CUST-2426,2023-08-17,Headphones,Electronics,1,41.0,41.0,United Kingdom
INV-19582,CUST-1537,2023-08-17,Candle,Home & Garden,3,56.34,169.02,Canada
INV-16005,CUST-2528,2023-08-17,Water Bottle,Sports,1,86.96,86.96,Netherlands
INV-11307,CUST-1343,2023-08-17,Football,Sports,1,160.26,160.26,Spain
INV-15871,CUST-3627,2023-08-17,Fiction Novel,Books,2,26.98,53.96,Netherlands
INV-17305,CUST-2038,2023-08-17,Football,Sports,2,87.47,174.94,Germany
INV-13962,CUST-2382,2023-08-17,Biography,Books,1,10.23,10.23,Netherlands
INV-18157,CUST-1283,2023-08-17,Cushion,Home & Garden,2,36.34,72.68,France
INV-10544,CUST-1023,2023-08-17,Plant Pot,Home & Garden,4,54.53,218.12,Australia
INV-17566,CUST-2653,2023-08-17,Football,Sports,1,112.74,112.74,Sweden
INV-17441,CUST-1384,2023-08-17,Lamp,Home & Garden,1,28.77,28.77,United Kingdom
INV-16101,CUST-4623,2023-08-17,Sweater,Clothing,3,71.45,214.35,Italy
INV-17932,CUST-4384,2023-08-17,Phone Case,Electronics,1,67.3,67.3,United Kingdom
INV-12910,CUST-2744,2023-08-17,Sweater,Clothing,2,73.17,146.34,Australia
INV-16941,CUST-1250,2023-08-17,Shoes,Clothing,1,32.33,32.33,France
INV-18749,CUST-2677,2023-08-17,Jeans,Clothing,2,70.55,141.1,Netherlands
INV-16907,CUST-2494,2023-08-17,Travel Guide,Books,1,16.13,16.13,Canada
INV-10708,CUST-1652,2023-08-17,Shoes,Clothing,3,88.42,265.26,Germany
INV-16563,CUST-3845,2023-08-17,Keyboard,Electronics,3,26.8,80.4,Sweden
INV-18515,CUST-2176,2023-08-18,Candle,Home & Garden,1,54.36,54.36,Sweden
INV-15208,CUST-4618,2023-08-18,Water Bottle,Sports,3,198.8,596.4,Canada
INV-14897,CUST-1316,2023-08-18,Phone Case,Electronics,2,101.17,202.34,Canada
INV-10253,CUST-2260,2023-08-18,Picture Frame,Home & Garden,1,58.73,58.73,Italy
INV-16582,CUST-4397,2023-08-18,USB Cable,Electronics,3,138.2,414.6,Spain
INV-19818,CUST-4826,2023-08-18,Plant Pot,Home & Garden,1,33.57,33.57,Germany
INV-13083,CUST-1793,2023-08-18,Biography,Books,1,49.16,49.16,Spain
INV-17636,CUST-1203,2023-08-18,Textbook,Books,3,28.71,86.13,Germany
INV-13639,CUST-2706,2023-08-18,Cookbook,Books,3,32.2,96.6,United States
INV-13743,CUST-3335,2023-08-18,Plant Pot,Home & Garden,1,45.07,45.07,Canada
INV-11273,CUST-1610,2023-08-18,Dumbbell Set,Sports,3,37.91,113.73,United Kingdom
INV-14344,CUST-3636,2023-08-18,Football,Sports,2,110.25,220.5,France
INV-15996,CUST-2050,2023-08-18,Shoes,Clothing,1,110.43,110.43,Spain
INV-16129,CUST-4008,2023-08-18,Jeans,Clothing,3,100.72,302.16,Australia
INV-11242,CUST-3857,2023-08-18,Self-Help Book,Books,2,14.68,29.36,Australia
INV-14819,CUST-1517,2023-08-18,Wireless Mouse,Electronics,1,62.99,62.99,Sweden
INV-10667,CUST-1363,2023-08-18,Water Bottle,Sports,4,158.59,634.36,Canada
INV-11889,CUST-4730,2023-08-18,Yoga Mat,Sports,1,198.91,198.91,Australia
INV-16387,CUST-3545,2023-08-18,Dumbbell Set,Sports,1,26.66,26.66,Sweden
INV-19844,CUST-1836,2023-08-18,Picture Frame,Home & Garden,1,38.08,38.08,Spain
INV-11441,CUST-2981,2023-08-18,Cookbook,Books,1,34.23,34.23,Sweden
INV-12311,CUST-1886,2023-08-18,T-Shirt,Clothing,2,84.94,169.88,Canada
INV-16805,CUST-1915,2023-08-18,Cookbook,Books,3,19.75,59.25,Germany
INV-16733,CUST-2058,2023-08-18,Hat,Clothing,1,114.96,114.96,Germany
INV-10564,CUST-1708,2023-08-18,Tennis Racket,Sports,2,140.34,280.68,United Kingdom
INV-14556,CUST-4615,2023-08-18,Fiction Novel,Books,3,29.07,87.21,United States
INV-19279,CUST-1213,2023-08-18,Jacket,Clothing,2,69.88,139.76,Australia
INV-11374,CUST-2915,2023-08-19,Yoga Mat,Sports,2,101.07,202.14,Spain
INV-12508,CUST-4543,2023-08-19,USB Cable,Electronics,2,73.8,147.6,Germany
INV-11289,CUST-3732,2023-08-19,Water Bottle,Sports,2,155.96,311.92,Italy
INV-19643,CUST-2164,2023-08-19,Coffee Mug,Home & Garden,1,38.56,38.56,Spain
INV-14630,CUST-2955,2023-08-19,Biography,Books,3,43.89,131.67,Canada
INV-19458,CUST-1375,2023-08-19,Jeans,Clothing,1,49.26,49.26,France
INV-10287,CUST-2908,2023-08-19,Travel Guide,Books,5,12.95,64.75,United Kingdom
INV-18257,CUST-2365,2023-08-19,Dumbbell Set,Sports,3,141.96,425.88,France
INV-15897,CUST-4108,2023-08-19,Candle,Home & Garden,3,29.77,89.31,United States
INV-12106,CUST-2261,2023-08-19,Candle,Home & Garden,3,60.87,182.61,Australia
INV-16618,CUST-4153,2023-08-19,Plant Pot,Home & Garden,3,35.21,105.63,Italy
INV-16000,CUST-3203,2023-08-19,Headphones,Electronics,1,75.43,75.43,Sweden
INV-18338,CUST-2245,2023-08-19,Phone Case,Electronics,3,33.96,101.88,Australia
INV-15733,CUST-4805,2023-08-19,Coffee Mug,Home & Garden,5,38.39,191.95,France
INV-16378,CUST-1858,2023-08-19,Wireless Mouse,Electronics,2,138.71,277.42,United States
INV-19274,CUST-1905,2023-08-19,Lamp,Home & Garden,1,61.33,61.33,Sweden
INV-16190,CUST-1864,2023-08-19,Wireless Mouse,Electronics,2,80.33,160.66,United Kingdom
INV-12335,CUST-1733,2023-08-19,Football,Sports,2,192.47,384.94,Australia
INV-10229,CUST-2861,2023-08-19,Running Shoes,Sports,2,100.6,201.2,United States
INV-18052,CUST-2341,2023-08-19,USB Cable,Electronics,1,60.54,60.54,Spain
INV-14609,CUST-1903,2023-08-19,USB Cable,Electronics,1,22.95,22.95,United States
INV-17634,CUST-4087,2023-08-19,Picture Frame,Home & Garden,2,62.91,125.82,United States
INV-12072,CUST-3865,2023-08-19,Sweater,Clothing,2,54.24,108.48,Australia
INV-16087,CUST-4764,2023-08-19,Shoes,Clothing,3,106.49,319.47,France
INV-19564,CUST-3119,2023-08-19,Shoes,Clothing,1,50.32,50.32,Germany
INV-12623,CUST-1411,2023-08-19,Yoga Mat,Sports,1,123.5,123.5,France
INV-16511,CUST-2910,2023-08-19,Dumbbell Set,Sports,2,96.34,192.68,Spain
INV-19863,CUST-3799,2023-08-20,Headphones,Electronics,2,30.56,61.12,Australia
INV-14049,CUST-2882,2023-08-20,T-Shirt,Clothing,1,75.78,75.78,Spain
INV-18182,CUST-2946,2023-08-20,Lamp,Home & Garden,1,42.29,42.29,Spain
INV-12644,CUST-2139,2023-08-20,Dumbbell Set,Sports,2,15.02,30.04,Australia
INV-17520,CUST-2972,2023-08-20,Headphones,Electronics,1,51.77,51.77,Italy
INV-13443,CUST-4681,2023-08-20,USB Cable,Electronics,2,55.4,110.8,Sweden
INV-11746,CUST-2441,2023-08-20,Webcam,Electronics,1,40.25,40.25,Netherlands
INV-17919,CUST-4856,2023-08-20,Tennis Racket,Sports,1,141.36,141.36,Sweden
INV-17514,CUST-2880,2023-08-20,Webcam,Electronics,3,140.1,420.3,Germany
INV-16896,CUST-4062,2023-08-20,Running Shoes,Sports,2,121.67,243.34,Australia
INV-12906,CUST-1416,2023-08-20,Webcam,Electronics,2,26.4,52.8,Spain
INV-10510,CUST-2113,2023-08-20,Picture Frame,Home & Garden,2,59.05,118.1,Australia
INV-10644,CUST-1467,2023-08-20,Tennis Racket,Sports,2,125.99,251.98,Australia
INV-18011,CUST-1558,2023-08-20,Fiction Novel,Books,1,21.32,21.32,France
INV-14730,CUST-4947,2023-08-20,Dumbbell Set,Sports,3,87.95,263.85,Australia
INV-13753,CUST-4453,2023-08-20,Fiction Novel,Books,1,25.85,25.85,Netherlands
INV-10653,CUST-4296,2023-08-20,Sweater,Clothing,1,59.79,59.79,Canada
INV-19725,CUST-2427,2023-08-20,Biography,Books,1,12.86,12.86,France
INV-11309,CUST-1085,2023-08-20,Shoes,Clothing,4,115.26,461.04,Netherlands
INV-18950,CUST-2625,2023-08-20,Travel Guide,Books,3,36.05,108.15,Germany
INV-12937,CUST-4878,2023-08-20,Candle,Home & Garden,1,47.46,47.46,United Kingdom
INV-11046,CUST-3028,2023-08-20,Travel Guide,Books,3,25.77,77.31,United Kingdom
INV-15641,CUST-2285,2023-08-20,Jacket,Clothing,1,63.86,63.86,Italy
INV-18340,CUST-3842,2023-08-20,Headphones,Electronics,1,103.49,103.49,Canada
INV-13674,CUST-3960,2023-08-20,Lamp,Home & Garden,2,62.42,124.84,United States
INV-10208,CUST-1698,2023-08-21,Wireless Mouse,Electronics,1,115.73,115.73,Spain
INV-15184,CUST-3415,2023-08-21,Travel Guide,Books,2,46.78,93.56,Sweden
INV-13309,CUST-4502,2023-08-21,Yoga Mat,Sports,3,138.88,416.64,United Kingdom
INV-19600,CUST-2882,2023-08-21,Biography,Books,1,35.52,35.52,Spain
INV-12424,CUST-2555,2023-08-21,Yoga Mat,Sports,2,30.35,60.7,United Kingdom
INV-13791,CUST-1652,2023-08-21,Headphones,Electronics,1,99.93,99.93,United Kingdom
INV-13417,CUST-2258,2023-08-21,Keyboard,Electronics,1,56.65,56.65,Italy
INV-15881,CUST-2005,2023-08-21,Tennis Racket,Sports,2,189.07,378.14,Netherlands
INV-12698,CUST-2077,2023-08-21,Jeans,Clothing,1,100.59,100.59,Sweden
INV-18948,CUST-2159,2023-08-21,Plant Pot,Home & Garden,2,27.75,55.5,United Kingdom
INV-15721,CUST-4561,2023-08-21,T-Shirt,Clothing,1,89.78,89.78,Spain
INV-11344,CUST-3118,2023-08-21,Keyboard,Electronics,2,102.87,205.74,United States
INV-19601,CUST-2465,2023-08-21,Picture Frame,Home & Garden,1,27.35,27.35,Spain
INV-10894,CUST-3417,2023-08-21,Jacket,Clothing,1,61.36,61.36,Germany
INV-14678,CUST-1696,2023-08-21,Shoes,Clothing,1,44.59,44.59,Italy
INV-14772,CUST-3770,2023-08-21,Plant Pot,Home & Garden,4,31.71,126.84,Sweden
INV-12778,CUST-2959,2023-08-21,Tennis Racket,Sports,1,148.05,148.05,United Kingdom
INV-18795,CUST-4389,2023-08-21,Phone Case,Electronics,2,123.93,247.86,United Kingdom
INV-15004,CUST-4733,2023-08-21,Plant Pot,Home & Garden,2,65.19,130.38,Spain
INV-16031,CUST-2891,2023-08-21,Lamp,Home & Garden,3,28.1,84.3,Spain
INV-11600,CUST-2861,2023-08-21,Water Bottle,Sports,1,27.85,27.85,France
INV-18828,CUST-3213,2023-08-21,Keyboard,Electronics,2,51.39,102.78,Australia
INV-17656,CUST-4929,2023-08-21,Webcam,Electronics,1,21.51,21.51,Spain
INV-19597,CUST-2342,2023-08-21,Tennis Racket,Sports,1,80.34,80.34,Germany
INV-17228,CUST-1265,2023-08-21,Cushion,Home & Garden,5,13.77,68.85,Italy
INV-13051,CUST-4478,2023-08-21,Wireless Mouse,Electronics,3,32.91,98.73,Australia
INV-18359,CUST-1352,2023-08-21,Wireless Mouse,Electronics,4,148.28,593.12,Sweden
INV-15278,CUST-1710,2023-08-21,Running Shoes,Sports,1,157.44,157.44,Italy
INV-12761,CUST-1475,2023-08-21,Dumbbell Set,Sports,1,27.42,27.42,France
INV-17746,CUST-4005,2023-08-21,Fiction Novel,Books,2,43.54,87.08,Germany
INV-10643,CUST-1679,2023-08-21,Biography,Books,1,24.53,24.53,France
INV-19371,CUST-4959,2023-08-22,Fiction Novel,Books,2,10.86,21.72,Sweden
INV-18844,CUST-4401,2023-08-22,Travel Guide,Books,1,21.58,21.58,Canada
INV-14529,CUST-1869,2023-08-22,Tennis Racket,Sports,1,77.94,77.94,Netherlands
INV-13652,CUST-2492,2023-08-22,Jacket,Clothing,1,41.01,41.01,Germany
INV-16278,CUST-2546,2023-08-22,Self-Help Book,Books,3,28.2,84.6,Australia
INV-15900,CUST-4193,2023-08-22,T-Shirt,Clothing,1,96.23,96.23,United States
INV-13018,CUST-4933,2023-08-22,Plant Pot,Home & Garden,1,55.06,55.06,Netherlands
INV-10163,CUST-2731,2023-08-22,Lamp,Home & Garden,4,30.94,123.76,Canada
INV-17718,CUST-2784,2023-08-22,USB Cable,Electronics,1,88.66,88.66,Germany
INV-10965,CUST-4660,2023-08-22,Cookbook,Books,2,13.39,26.78,Spain
INV-18532,CUST-1317,2023-08-22,Tennis Racket,Sports,1,64.24,64.24,United Kingdom
INV-12094,CUST-1002,2023-08-22,Textbook,Books,3,17.79,53.37,Sweden
INV-13151,CUST-1941,2023-08-22,Keyboard,Electronics,2,111.56,223.12,Italy
INV-12395,CUST-2781,2023-08-22,Webcam,Electronics,1,38.57,38.57,France
INV-18355,CUST-2344,2023-08-22,Hat,Clothing,1,33.47,33.47,Italy
INV-19425,CUST-4345,2023-08-22,Webcam,Electronics,2,62.16,124.32,Sweden
INV-13467,CUST-1115,2023-08-22,Shoes,Clothing,1,111.1,111.1,Germany
INV-15522,CUST-2790,2023-08-22,Tennis Racket,Sports,2,43.39,86.78,France
INV-19785,CUST-4702,2023-08-22,Phone Case,Electronics,3,82.88,248.64,Sweden
INV-12166,CUST-3716,2023-08-22,Sweater,Clothing,3,54.1,162.3,Netherlands
INV-15387,CUST-3513,2023-08-22,Hat,Clothing,1,100.28,100.28,Sweden
INV-14866,CUST-1811,2023-08-22,Shoes,Clothing,2,66.88,133.76,Australia
INV-13291,CUST-2495,2023-08-22,Phone Case,Electronics,2,108.45,216.9,Spain
INV-18194,CUST-1936,2023-08-22,Fiction Novel,Books,1,46.08,46.08,United States
INV-19294,CUST-1731,2023-08-22,Webcam,Electronics,2,141.02,282.04,Spain
INV-13610,CUST-1531,2023-08-22,Travel Guide,Books,1,36.76,36.76,Australia
INV-11453,CUST-2933,2023-08-22,Phone Case,Electronics,1,104.87,104.87,Sweden
INV-11470,CUST-4565,2023-08-22,Keyboard,Electronics,3,132.87,398.61,United States
INV-19317,CUST-1351,2023-08-22,Biography,Books,4,13.93,55.72,Germany
INV-10148,CUST-2910,2023-08-22,Biography,Books,3,23.3,69.9,Spain
INV-17127,CUST-2742,2023-08-22,Jacket,Clothing,2,85.49,170.98,Germany
INV-19273,CUST-4769,2023-08-22,Football,Sports,3,93.5,280.5,Australia
INV-17903,CUST-2125,2023-08-22,USB Cable,Electronics,2,26.9,53.8,Netherlands
INV-14333,CUST-2734,2023-08-23,Lamp,Home & Garden,1,31.22,31.22,Canada
INV-14251,CUST-1099,2023-08-23,Sweater,Clothing,2,31.62,63.24,United States
INV-13776,CUST-4020,2023-08-23,Plant Pot,Home & Garden,1,64.08,64.08,United Kingdom
INV-14884,CUST-2785,2023-08-23,Cookbook,Books,1,22.64,22.64,United States
INV-18595,CUST-2391,2023-08-23,Wireless Mouse,Electronics,1,56.77,56.77,United States
INV-14057,CUST-1622,2023-08-23,Jeans,Clothing,3,44.53,133.59,United Kingdom
INV-11954,CUST-1677,2023-08-23,Cushion,Home & Garden,2,23.14,46.28,Netherlands
INV-18891,CUST-2455,2023-08-23,Biography,Books,1,17.04,17.04,Italy
INV-12388,CUST-2600,2023-08-23,Plant Pot,Home & Garden,2,44.97,89.94,Australia
INV-17487,CUST-1891,2023-08-23,Cookbook,Books,1,20.49,20.49,Netherlands
